employee_id,department_id,first_name,last_name,gender,date_of_birth,marital_status,distance_from_home,education_level,education_field,hire_date,job_role,job_level,base_salary,overtime_eligible,stock_option_level,total_working_years,num_companies_worked,business_travel,is_active
1784,DPT-005,Linda,Douglas,Male,1995-01-01,Single,16,2,Medical,2015-01-01,Software Engineer,2,5400,False,0,9,0,Rarely,True
1785,DPT-005,Kelly,Cruz,Male,1995-01-01,Married,19,4,Medical,2017-01-01,IT Support,1,3216,False,3,6,1,Rarely,True
1786,DPT-007,Keith,Sanchez,Female,1985-01-01,Divorced,6,3,Medical,2010-01-01,Operations Analyst,2,5127,True,3,17,7,Non-Travel,True
1787,DPT-005,Jennifer,Mills,Female,1983-01-01,Married,2,2,Marketing,2012-01-01,Software Engineer,2,5572,False,1,15,3,Rarely,True
1788,DPT-005,Michael,Russell,Male,1986-01-01,Divorced,8,2,Other,2013-01-01,Software Engineer,2,4136,False,0,19,2,Rarely,True
1789,DPT-001,Scott,Romero,Male,1987-01-01,Single,8,4,Life Sciences,2013-01-01,Senior Sales Exec,3,7327,False,0,10,1,Non-Travel,True
1790,DPT-004,Jonathan,Zimmerman,Male,1995-01-01,Single,1,3,Technical Degree,2020-01-01,Financial Clerk,1,2040,False,0,5,2,Rarely,True
1791,DPT-001,Timothy,Gross,Male,1980-01-01,Married,15,2,Life Sciences,2009-01-01,Sales Manager,4,17960,False,1,14,1,Rarely,True
1792,DPT-005,James,Davis,Male,1988-01-01,Single,12,4,Other,2012-01-01,Software Engineer,2,4650,True,0,13,3,Frequently,False
1793,DPT-004,Amanda,Roth,Female,1969-01-01,Single,1,3,Medical,2003-01-01,Finance Manager,4,16619,False,0,29,6,Rarely,True
1794,DPT-005,Sarah,Gomez,Female,1990-01-01,Single,29,4,Medical,2010-01-01,Software Engineer,2,4542,False,0,14,1,Frequently,False
1795,DPT-001,Heather,Fisher,Male,1988-01-01,Single,4,3,Technical Degree,2015-01-01,Senior Sales Exec,3,9243,True,0,9,0,Rarely,False
1796,DPT-001,Derrick,Carlson,Male,1982-01-01,Single,5,3,Life Sciences,2020-01-01,Sales Executive,2,6699,False,0,11,3,Rarely,True
1797,DPT-005,Christina,Kaiser,Male,1980-01-01,Divorced,9,5,Medical,2015-01-01,Software Engineer,2,5655,True,1,10,3,Frequently,True
1798,DPT-001,Brenda,Burton,Female,1987-01-01,Single,18,1,Medical,2015-01-01,Sales Representative,1,2068,False,0,8,1,Frequently,True
1799,DPT-001,John,Guerrero,Male,1983-01-01,Single,9,4,Life Sciences,2018-01-01,Sales Representative,1,2117,False,0,15,3,Rarely,False
1800,DPT-001,Elizabeth,Reyes,Male,1977-01-01,Married,2,3,Life Sciences,2020-01-01,Sales Manager,4,17263,False,0,26,6,Rarely,True
1801,DPT-007,Amanda,Holder,Male,1995-01-01,Married,26,3,Life Sciences,2018-01-01,Operations Analyst,2,4856,False,1,5,1,Rarely,True
1802,DPT-005,Dana,Blake,Male,1994-01-01,Single,24,2,Life Sciences,2022-01-01,IT Support,1,2519,True,0,1,1,Frequently,False
1803,DPT-002,Brian,Herrera,Male,1994-01-01,Divorced,1,4,Life Sciences,2013-01-01,Lab Technician,1,2854,False,1,10,1,Frequently,True
1804,DPT-002,Robert,Martin,Male,1990-01-01,Married,7,3,Medical,2010-01-01,Senior Researcher,3,11607,False,0,14,0,Rarely,True
1805,DPT-002,Jennifer,Mendoza,Female,1981-01-01,Single,9,2,Medical,2011-01-01,Lab Technician,1,3810,False,0,12,1,Frequently,True
1806,DPT-006,Craig,Warren,Male,1985-01-01,Married,2,4,Life Sciences,2022-01-01,Marketing Specialist,2,6852,False,0,14,9,Rarely,True
1807,DPT-005,Kelli,Smith,Female,1986-01-01,Divorced,14,3,Life Sciences,2005-01-01,IT Support,1,2934,False,1,18,1,Rarely,True
1808,DPT-001,Adam,Avery,Female,1981-01-01,Single,23,5,Life Sciences,2022-01-01,Sales Manager,4,15959,False,0,16,2,Rarely,True
1809,DPT-001,Andrea,Klein,Male,1983-01-01,Single,2,3,Life Sciences,2014-01-01,Sales Executive,2,4455,False,0,9,1,Rarely,True
1810,DPT-001,Sarah,Moore,Female,1991-01-01,Married,3,4,Medical,2015-01-01,Sales Executive,2,6806,False,1,8,1,Rarely,True
1811,DPT-005,Richard,Smith,Female,1987-01-01,Married,2,3,Life Sciences,2021-01-01,IT Support,1,2563,False,1,6,4,Rarely,True
1812,DPT-006,Savannah,Little,Male,1980-01-01,Married,3,3,Life Sciences,2015-01-01,CMO,5,19155,False,1,25,3,Rarely,True
1813,DPT-002,Natalie,Spencer,Female,2002-01-01,Single,10,2,Life Sciences,2021-01-01,Lab Technician,1,2703,False,0,2,1,Frequently,False
1814,DPT-001,Thomas,Nunez,Female,1984-01-01,Single,2,4,Technical Degree,2003-01-01,Sales Executive,2,4342,False,0,20,1,Rarely,True
1815,DPT-001,James,Acevedo,Female,1974-01-01,Married,22,4,Other,2019-01-01,Sales Manager,4,16915,False,2,27,3,Rarely,True
1816,DPT-007,Tamara,Roberts,Male,1997-01-01,Married,2,2,Medical,2015-01-01,Operations Analyst,2,5212,False,0,8,1,Rarely,True
1817,DPT-002,Manuel,Moore,Female,1994-01-01,Married,27,3,Marketing,2013-01-01,Senior Researcher,3,7758,False,3,10,1,Rarely,False
1818,DPT-006,Debbie,Lee,Male,1994-01-01,Divorced,19,3,Technical Degree,2020-01-01,Marketing Specialist,2,4082,False,2,8,4,Rarely,True
1819,DPT-005,Rebecca,Clark,Female,1993-01-01,Single,10,3,Medical,2016-01-01,Senior Engineer,3,9426,False,0,9,9,Rarely,True
1820,DPT-002,Christopher,Fisher,Male,1993-01-01,Married,16,3,Life Sciences,2016-01-01,Research Scientist,2,5411,False,1,10,3,Rarely,True
1821,DPT-002,Audrey,Smith,Male,1975-01-01,Married,2,1,Marketing,2021-01-01,Research Scientist,2,7941,False,0,12,3,Rarely,True
1822,DPT-001,Amanda,Black,Female,1992-01-01,Single,8,3,Life Sciences,2022-01-01,Sales Representative,1,1262,False,0,1,1,Rarely,False
1823,DPT-005,Jennifer,Acosta,Female,1968-01-01,Married,2,2,Medical,2004-01-01,CIO,5,19983,False,1,23,4,Rarely,True
1824,DPT-006,Sharon,Joseph,Male,1988-01-01,Divorced,14,4,Other,2019-01-01,Marketing Coord,1,3574,True,1,5,1,Rarely,False
1825,DPT-005,Robin,Johnson,Female,1993-01-01,Divorced,7,4,Marketing,2020-01-01,Software Engineer,2,4927,False,2,8,7,Rarely,True
1826,DPT-004,Gregory,Ferguson,Female,1991-01-01,Married,9,4,Life Sciences,2017-01-01,Financial Analyst,2,6047,True,1,6,1,Rarely,True
1827,DPT-001,Nicole,Williams,Female,1989-01-01,Single,5,3,Medical,2012-01-01,Senior Sales Exec,3,11196,False,0,14,2,Rarely,True
1828,DPT-007,Gregory,Ross,Male,1993-01-01,Single,4,3,Technical Degree,2022-01-01,Operations Asst,1,2198,True,0,3,9,Frequently,False
1829,DPT-006,Samantha,Ramos,Male,1996-01-01,Married,2,4,Technical Degree,2018-01-01,Marketing Coord,1,2335,False,1,6,1,Rarely,True
1830,DPT-002,Wendy,Wilkerson,Female,1989-01-01,Married,8,2,Life Sciences,2020-01-01,Research Scientist,2,6292,False,1,6,5,Rarely,True
1831,DPT-007,Randy,Wolf,Female,1992-01-01,Married,7,2,Medical,2010-01-01,Operations Analyst,2,4476,False,1,13,1,Rarely,True
1832,DPT-005,Tyler,Silva,Male,1989-01-01,Married,7,2,Technical Degree,2012-01-01,IT Support,1,2421,True,1,12,0,Rarely,True
1833,DPT-005,Sharon,Hinton,Female,1993-01-01,Married,22,3,Life Sciences,2018-01-01,IT Support,1,2107,True,0,7,4,Rarely,False
1834,DPT-005,Suzanne,Watson,Male,1994-01-01,Married,2,3,Life Sciences,2018-01-01,IT Support,1,2738,False,1,6,0,Rarely,True
1835,DPT-006,Sara,May,Male,1986-01-01,Married,6,4,Medical,2018-01-01,Marketing Specialist,2,6683,False,1,7,4,Rarely,True
1836,DPT-005,Nancy,Reed,Male,1994-01-01,Single,7,3,Life Sciences,2020-01-01,IT Support,1,2039,False,0,11,3,Rarely,True
1837,DPT-001,Albert,Campbell,Male,1994-01-01,Single,9,5,Other,2020-01-01,Sales Representative,1,3848,False,0,4,0,Rarely,True
1838,DPT-002,Ashley,Dunn,Male,1992-01-01,Married,1,3,Life Sciences,2013-01-01,Research Scientist,2,4969,False,0,10,1,Frequently,True
1839,DPT-007,Daniel,Jenkins,Female,1989-01-01,Single,16,4,Life Sciences,2018-01-01,Operations Asst,1,2622,False,0,6,1,Frequently,True
1840,DPT-002,Tonya,Snow,Female,1973-01-01,Single,11,3,Life Sciences,2018-01-01,R&D Director,5,20485,False,0,21,3,Rarely,True
1841,DPT-002,Justin,Green,Male,1988-01-01,Married,16,3,Medical,2018-01-01,Lab Technician,1,2360,False,1,6,0,Rarely,True
1842,DPT-003,Veronica,Castillo,Male,1994-01-01,Divorced,29,1,Life Sciences,2016-01-01,HR Generalist,2,6176,False,2,11,8,Rarely,True
1843,DPT-003,Amy,Elliott,Female,1969-01-01,Married,17,3,Technical Degree,2013-01-01,HR Partner,3,11190,False,1,22,8,Rarely,True
1844,DPT-005,Troy,Acevedo,Male,1995-01-01,Divorced,1,3,Medical,2022-01-01,IT Support,1,2477,False,2,1,1,Frequently,False
1845,DPT-007,Sheena,Gray,Male,1991-01-01,Single,1,1,Life Sciences,2022-01-01,Operations Asst,1,3025,False,0,1,1,Rarely,True
1846,DPT-002,Melissa,Robertson,Male,1982-01-01,Divorced,3,3,Life Sciences,2018-01-01,Research Scientist,2,8532,False,1,14,2,Rarely,True
1847,DPT-001,Taylor,Butler,Male,1990-01-01,Divorced,1,2,Medical,2022-01-01,Sales Representative,1,2075,False,3,1,1,Non-Travel,True
1848,DPT-001,James,Watson,Female,1977-01-01,Divorced,8,4,Life Sciences,2007-01-01,Sales Executive,2,4802,True,3,19,8,Rarely,True
1849,DPT-007,Daniel,Oneill,Male,1972-01-01,Married,8,4,Life Sciences,2013-01-01,Senior Analyst,3,12236,False,2,16,5,Rarely,True
1850,DPT-005,Francisco,Morgan,Female,1970-01-01,Married,2,5,Technical Degree,1990-01-01,Senior Engineer,3,9735,False,1,34,0,Rarely,False
1851,DPT-002,Stephen,Henry,Male,1984-01-01,Divorced,1,1,Life Sciences,2002-01-01,R&D Director,5,19159,True,1,21,1,Frequently,True
1852,DPT-006,Jonathan,Garcia,Female,1971-01-01,Married,11,4,Life Sciences,2018-01-01,Marketing Specialist,2,3085,False,1,9,8,Rarely,True
1853,DPT-007,Jacob,Coleman,Female,1988-01-01,Married,8,2,Marketing,2010-01-01,Senior Analyst,3,10291,True,1,16,4,Non-Travel,True
1854,DPT-006,Jill,Gomez,Male,1995-01-01,Divorced,1,3,Life Sciences,2022-01-01,Marketing Coord,1,1588,False,1,1,1,Rarely,True
1855,DPT-007,Krystal,Williams,Female,1990-01-01,Single,16,3,Marketing,2020-01-01,Operations Analyst,2,5169,False,0,6,5,Rarely,False
1856,DPT-002,Ashley,Barnett,Female,1977-01-01,Married,10,3,Life Sciences,2015-01-01,Senior Researcher,3,7209,False,3,14,5,Rarely,False
1857,DPT-006,Katherine,Flynn,Male,1993-01-01,Married,29,4,Technical Degree,2019-01-01,Senior Marketer,3,9511,False,1,9,3,Rarely,True
1858,DPT-004,Gregory,Nicholson,Male,1972-01-01,Single,21,4,Marketing,2013-01-01,Financial Analyst,2,5519,True,0,11,0,Rarely,True
1859,DPT-006,Melissa,Clark,Female,1981-01-01,Single,14,2,Medical,2018-01-01,Marketing Specialist,2,6135,False,0,10,7,Rarely,True
1860,DPT-005,Penny,Torres,Female,1978-01-01,Divorced,1,4,Medical,2018-01-01,IT Support,1,2307,False,2,8,3,Rarely,True
1861,DPT-006,Margaret,Howe,Male,1991-01-01,Married,8,3,Medical,2013-01-01,Marketing Specialist,2,6373,False,2,10,1,Rarely,True
1862,DPT-005,Zachary,Davis,Male,1991-01-01,Married,26,4,Marketing,2020-01-01,Software Engineer,2,4506,False,0,4,0,Non-Travel,True
1863,DPT-001,Christopher,Williams,Male,1974-01-01,Married,8,1,Life Sciences,2013-01-01,Sales Executive,2,4996,False,1,10,1,Frequently,True
1864,DPT-004,Elizabeth,Garrett,Male,1992-01-01,Married,1,4,Medical,2018-01-01,Financial Analyst,2,4127,False,1,6,0,Non-Travel,True
1865,DPT-007,Jack,Gonzales,Male,1995-01-01,Divorced,1,3,Medical,2022-01-01,Operations Asst,1,2674,False,2,1,1,Frequently,False
1866,DPT-007,Donald,Chapman,Male,1973-01-01,Married,2,3,Medical,2019-01-01,Operations Manager,4,18208,False,0,30,5,Rarely,True
1867,DPT-001,Marcus,Thomas,Male,1986-01-01,Single,3,3,Life Sciences,2018-01-01,Senior Sales Exec,3,7574,False,0,12,2,Rarely,True
1868,DPT-001,John,Cortez,Female,1989-01-01,Single,2,3,Marketing,2020-01-01,Sales Executive,2,4345,True,0,4,0,Rarely,True
1869,DPT-001,Jose,Taylor,Male,1973-01-01,Married,9,3,Marketing,2022-01-01,VP of Sales,5,19495,True,1,27,4,Rarely,True
1870,DPT-005,Joe,Moreno,Male,1980-01-01,Divorced,7,3,Medical,2018-01-01,IT Support,1,2156,False,3,7,4,Non-Travel,True
1871,DPT-006,Karen,Ali,Male,1990-01-01,Divorced,2,4,Medical,2017-01-01,Marketing Specialist,2,5444,False,2,6,1,Rarely,True
1872,DPT-002,Stephanie,Patterson,Male,1988-01-01,Married,17,4,Life Sciences,2016-01-01,Research Scientist,2,8695,True,3,15,3,Rarely,True
1873,DPT-004,Kevin,Chang,Male,1977-01-01,Single,9,2,Medical,2014-01-01,Senior Analyst,3,9703,False,0,9,1,Rarely,False
1874,DPT-006,Jennifer,Lewis,Male,1990-01-01,Married,22,2,Marketing,2016-01-01,Marketing Specialist,2,6346,False,1,8,0,Non-Travel,True
1875,DPT-005,Alexander,Townsend,Female,1985-01-01,Single,3,5,Technical Degree,2020-01-01,Software Engineer,2,4122,True,0,19,3,Rarely,True
1876,DPT-004,Desiree,Warner,Male,1998-01-01,Married,18,1,Life Sciences,2020-01-01,Financial Analyst,2,6292,False,0,6,2,Rarely,True
1877,DPT-005,Heather,Olson,Female,1964-01-01,Married,2,4,Human Resources,2020-01-01,CIO,5,19113,False,1,30,9,Non-Travel,True
1878,DPT-004,Bryan,Allen,Male,1993-01-01,Married,1,3,Medical,2012-01-01,Financial Clerk,1,3615,True,1,12,0,Rarely,True
1879,DPT-002,David,Rhodes,Female,1963-01-01,Married,28,3,Marketing,2005-01-01,Senior Researcher,3,10420,False,0,22,4,Frequently,True
1880,DPT-005,Kurt,Garcia,Female,1996-01-01,Married,23,1,Medical,2014-01-01,Software Engineer,2,3586,False,1,9,1,Rarely,True
1881,DPT-005,Richard,Simpson,Female,1974-01-01,Single,1,2,Technical Degree,2016-01-01,IT Manager,4,13447,True,0,25,7,Rarely,True
1882,DPT-007,Wayne,Grant,Male,1998-01-01,Married,3,1,Other,2018-01-01,Operations Analyst,2,4082,True,0,5,1,Rarely,True
1883,DPT-005,Paula,Rodriguez,Male,1985-01-01,Single,23,3,Life Sciences,2014-01-01,Senior Engineer,3,9639,False,0,10,0,Frequently,True
1884,DPT-006,Jade,Patton,Female,1987-01-01,Single,12,5,Medical,2009-01-01,Senior Marketer,3,8430,False,0,15,0,Rarely,True
1885,DPT-001,Larry,Franco,Male,1983-01-01,Single,6,2,Medical,2002-01-01,Sales Manager,4,16658,True,0,21,1,Rarely,True
1886,DPT-004,David,Rodriguez,Male,1992-01-01,Divorced,3,2,Medical,2019-01-01,Financial Clerk,1,3115,True,1,4,1,Non-Travel,True
1887,DPT-001,Sabrina,Campbell,Male,1986-01-01,Divorced,11,3,Other,2013-01-01,Senior Sales Exec,3,11867,True,3,10,1,Frequently,True
1888,DPT-002,Kenneth,Castillo,Female,1987-01-01,Married,3,3,Medical,2014-01-01,Senior Researcher,3,7719,False,2,10,0,Rarely,True
1889,DPT-005,Christina,Hernandez,Male,1967-01-01,Married,9,3,Medical,2013-01-01,IT Manager,4,11140,False,0,30,7,Rarely,True
1890,DPT-007,Jeffrey,Christian,Male,1996-01-01,Single,9,3,Marketing,2016-01-01,Operations Analyst,2,4006,False,0,7,1,Rarely,True
1891,DPT-001,Dennis,Thomas,Female,1990-01-01,Married,1,4,Other,2017-01-01,Sales Executive,2,5467,True,1,6,1,Frequently,True
1892,DPT-003,Eric,Ortega,Male,1981-01-01,Married,13,3,Medical,2023-01-01,HR Generalist,2,5764,False,2,10,5,Rarely,True
1893,DPT-006,Julie,Taylor,Male,1992-01-01,Divorced,20,3,Life Sciences,2013-01-01,Marketing Specialist,2,4166,False,1,10,1,Rarely,True
1894,DPT-002,Catherine,Brooks,Male,1985-01-01,Married,10,4,Human Resources,2017-01-01,Research Scientist,2,6155,False,0,10,3,Frequently,True
1895,DPT-005,Robert,Meyers,Male,1992-01-01,Divorced,20,3,Life Sciences,2013-01-01,Software Engineer,2,4001,False,1,10,1,Rarely,True
1896,DPT-005,Andrea,Rogers,Female,1972-01-01,Single,1,4,Medical,2010-01-01,Senior Engineer,3,7168,False,0,23,3,Frequently,True
1897,DPT-005,Thomas,Johnson,Male,1986-01-01,Divorced,10,3,Medical,2022-01-01,Senior Engineer,3,9627,False,2,17,6,Frequently,False
1898,DPT-001,Amanda,Brown,Male,1997-01-01,Single,3,1,Technical Degree,2017-01-01,Sales Representative,1,3188,False,0,7,0,Frequently,False
1899,DPT-002,Elizabeth,Peterson,Female,1964-01-01,Married,3,3,Medical,2022-01-01,Lab Technician,1,2630,True,3,12,4,Rarely,True
1900,DPT-006,Jeffery,Lawrence,Male,1983-01-01,Divorced,28,3,Other,2022-01-01,Senior Marketer,3,10634,False,1,20,3,Non-Travel,True
1901,DPT-005,John,Johnson,Male,1985-01-01,Married,10,4,Human Resources,2017-01-01,Software Engineer,2,6227,False,0,10,3,Frequently,True
1902,DPT-001,Karen,Holder,Female,1987-01-01,Single,18,1,Medical,2015-01-01,Sales Representative,1,2081,False,0,8,1,Frequently,True
1903,DPT-006,Morgan,Cortez,Male,1974-01-01,Married,4,2,Medical,2022-01-01,CMO,5,18236,False,1,23,2,Rarely,True
1904,DPT-001,Christopher,Wade,Male,1998-01-01,Divorced,2,1,Other,2021-01-01,Sales Representative,1,3949,True,1,7,6,Rarely,True
1905,DPT-005,Sean,Willis,Female,1995-01-01,Married,3,3,Medical,2022-01-01,IT Support,1,2807,False,1,1,1,Rarely,True
1906,DPT-002,Jane,Pierce,Male,1987-01-01,Single,9,4,Life Sciences,2018-01-01,Lab Technician,1,3436,False,0,10,7,Rarely,False
1907,DPT-007,Christian,Clark,Female,1981-01-01,Divorced,29,2,Life Sciences,2018-01-01,Operations Analyst,2,4482,False,1,19,2,Frequently,True
1908,DPT-002,Anne,Bradford,Male,1969-01-01,Married,3,3,Life Sciences,2013-01-01,R&D Manager,4,17588,False,0,36,3,Rarely,True
1909,DPT-002,Bryan,Morales,Male,1990-01-01,Single,3,3,Life Sciences,2013-01-01,Lab Technician,1,3469,True,0,10,1,Frequently,False
1910,DPT-001,Amy,Ellis,Male,1988-01-01,Married,18,5,Life Sciences,2007-01-01,Sales Executive,2,5408,False,0,16,1,Rarely,True
1911,DPT-002,William,Meyer,Female,1994-01-01,Divorced,28,4,Life Sciences,2016-01-01,Lab Technician,1,2596,False,1,11,4,Rarely,True
1912,DPT-007,Ashley,Mendoza,Male,1987-01-01,Divorced,6,4,Life Sciences,2016-01-01,Operations Asst,1,2841,False,1,7,1,Rarely,True
1913,DPT-007,Edward,Collins,Male,1989-01-01,Divorced,19,2,Medical,2021-01-01,Operations Asst,1,2679,False,1,3,0,Rarely,True
1914,DPT-002,Mark,Davis,Female,1996-01-01,Married,11,3,Medical,2022-01-01,Lab Technician,1,2571,False,1,5,8,Rarely,True
1915,DPT-003,Abigail,Lewis,Female,1989-01-01,Divorced,26,1,Technical Degree,2018-01-01,HR Assistant,1,2040,False,3,5,1,Non-Travel,True
1916,DPT-005,Darren,Harris,Female,1993-01-01,Divorced,7,4,Marketing,2020-01-01,Software Engineer,2,4915,False,2,8,7,Rarely,True
1917,DPT-007,Jamie,Leon,Female,1992-01-01,Single,8,2,Medical,2020-01-01,Operations Asst,1,2119,False,0,8,9,Rarely,True
1918,DPT-005,Brandy,Campbell,Male,2000-01-01,Divorced,2,1,Technical Degree,2023-01-01,IT Support,1,2231,False,1,3,3,Rarely,True
1919,DPT-002,Christopher,Fox,Male,1990-01-01,Divorced,10,5,Marketing,2014-01-01,Senior Researcher,3,8639,True,2,10,0,Rarely,True
1920,DPT-003,William,Barton,Male,1994-01-01,Divorced,29,1,Life Sciences,2016-01-01,HR Generalist,2,6550,False,2,11,8,Rarely,True
1921,DPT-005,Lindsey,Brown,Male,1982-01-01,Divorced,9,4,Life Sciences,2018-01-01,IT Support,1,2362,False,2,5,1,Rarely,True
1922,DPT-001,Shawn,Johnson,Male,1990-01-01,Married,22,2,Marketing,2016-01-01,Sales Executive,2,5955,False,1,8,0,Non-Travel,True
1923,DPT-005,William,Miller,Male,1996-01-01,Single,2,3,Medical,2019-01-01,IT Support,1,2521,False,0,6,2,Frequently,True
1924,DPT-002,Stephen,Walker,Female,1971-01-01,Married,2,1,Marketing,1991-01-01,R&D Director,5,19439,False,1,33,1,Rarely,False
1925,DPT-006,Brian,Moore,Female,1996-01-01,Married,22,3,Human Resources,2022-01-01,Marketing Coord,1,2865,False,0,1,1,Frequently,False
1926,DPT-001,Steven,Parker,Male,1983-01-01,Divorced,10,4,Marketing,2022-01-01,Senior Sales Exec,3,9349,False,1,11,2,Rarely,True
1927,DPT-005,Lindsay,Giles,Male,1965-01-01,Divorced,1,4,Life Sciences,2018-01-01,Software Engineer,2,5595,True,1,12,2,Non-Travel,True
1928,DPT-004,Jennifer,Odom,Female,1990-01-01,Single,1,3,Life Sciences,2018-01-01,Financial Analyst,2,6728,False,0,6,0,Rarely,True
1929,DPT-005,Randy,Vasquez,Male,1985-01-01,Divorced,23,4,Life Sciences,2021-01-01,Software Engineer,2,5609,False,1,10,9,Rarely,True
1930,DPT-001,Lisa,Beltran,Male,1991-01-01,Married,7,3,Life Sciences,2010-01-01,Sales Executive,2,5597,False,1,13,1,Rarely,True
1931,DPT-005,Julie,Ramirez,Female,1978-01-01,Single,2,3,Marketing,1999-01-01,CIO,5,19491,True,0,26,2,Rarely,False
1932,DPT-005,Beth,Kim,Female,1980-01-01,Divorced,8,3,Life Sciences,2022-01-01,Software Engineer,2,4537,False,1,4,4,Rarely,True
1933,DPT-005,Brandon,Carroll,Male,1980-01-01,Married,15,3,Life Sciences,2021-01-01,Software Engineer,2,6848,False,1,7,3,Frequently,True
1934,DPT-005,Melvin,Nixon,Female,1991-01-01,Single,5,2,Life Sciences,2019-01-01,IT Support,1,2319,True,0,8,3,Frequently,False
1935,DPT-005,Bryce,Gutierrez,Male,1978-01-01,Divorced,7,3,Life Sciences,1999-01-01,Senior Engineer,3,4993,False,1,24,1,Frequently,True
1936,DPT-006,Virginia,Mooney,Female,1990-01-01,Married,25,3,Medical,2013-01-01,Marketing Specialist,2,4632,False,1,10,1,Frequently,True
1937,DPT-002,Sarah,Gutierrez,Male,2000-01-01,Single,20,1,Life Sciences,2019-01-01,Research Scientist,2,2325,False,0,5,0,Rarely,True
1938,DPT-006,Cesar,Hughes,Male,1989-01-01,Married,11,3,Life Sciences,2013-01-01,Marketing Specialist,2,4630,False,2,14,4,Frequently,True
1939,DPT-004,Sarah,Hunt,Female,1990-01-01,Single,8,1,Life Sciences,2021-01-01,Financial Clerk,1,2335,False,0,3,0,Non-Travel,True
1940,DPT-001,Anthony,Crawford,Male,1999-01-01,Married,1,3,Medical,2021-01-01,Sales Representative,1,2375,True,1,6,2,Rarely,False
1941,DPT-001,Robert,Lee,Female,1975-01-01,Married,2,5,Marketing,2014-01-01,Sales Executive,2,3916,False,1,14,2,Rarely,True
1942,DPT-002,Kayla,Garcia,Female,1993-01-01,Divorced,4,2,Medical,2012-01-01,Research Scientist,2,5078,True,3,11,1,Rarely,True
1943,DPT-006,Katie,Obrien,Male,1999-01-01,Divorced,29,1,Medical,2017-01-01,Marketing Coord,1,3764,False,3,6,1,Rarely,True
1944,DPT-005,Tiffany,Gray,Female,1975-01-01,Married,29,1,Medical,2023-01-01,Senior Engineer,3,12876,False,1,15,3,Rarely,True
1945,DPT-006,Debbie,Thomas,Male,1996-01-01,Divorced,4,2,Life Sciences,2018-01-01,Marketing Coord,1,2448,False,3,5,1,Rarely,True
1946,DPT-004,Robert,Moore,Male,1987-01-01,Married,17,2,Marketing,2019-01-01,Financial Analyst,2,5317,False,2,12,2,Rarely,True
1947,DPT-003,Victoria,Strickland,Female,1977-01-01,Married,2,3,Marketing,1997-01-01,HR Manager,4,17257,False,0,28,8,Rarely,True
1948,DPT-001,Patrick,Welch,Male,1983-01-01,Married,4,4,Marketing,2011-01-01,Senior Sales Exec,3,10395,False,1,15,7,Rarely,True
1949,DPT-002,Molly,Brown,Male,1967-01-01,Single,8,4,Life Sciences,2016-01-01,R&D Director,5,18819,False,0,36,6,Rarely,True
1950,DPT-003,Rebecca,Martin,Male,2002-01-01,Single,15,2,Life Sciences,2023-01-01,HR Assistant,1,1183,False,0,0,1,Rarely,True
1951,DPT-001,Nicholas,Wright,Male,1982-01-01,Married,1,3,Marketing,2013-01-01,Senior Sales Exec,3,7972,False,1,10,1,Rarely,True
1952,DPT-002,Felicia,Anderson,Male,1975-01-01,Single,1,4,Medical,2018-01-01,R&D Manager,4,17217,False,0,27,2,Non-Travel,True
1953,DPT-005,Dorothy,Mosley,Male,1988-01-01,Married,3,3,Life Sciences,2022-01-01,IT Support,1,1288,False,2,1,1,Non-Travel,True
1954,DPT-005,Amber,Mitchell,Female,2003-01-01,Single,11,3,Medical,2022-01-01,IT Support,1,2524,True,0,1,1,Rarely,False
1955,DPT-007,Desiree,Watson,Male,1994-01-01,Married,1,3,Life Sciences,2018-01-01,Operations Analyst,2,5229,False,1,6,0,Rarely,True
1956,DPT-007,Michael,Manning,Female,1992-01-01,Married,10,3,Medical,2012-01-01,Senior Analyst,3,11374,False,1,13,4,Non-Travel,True
1957,DPT-005,Gregory,Hayes,Female,1991-01-01,Single,3,2,Life Sciences,2016-01-01,Senior Engineer,3,11161,False,0,10,3,Rarely,True
1958,DPT-003,Amanda,Charles,Female,1968-01-01,Married,2,2,Medical,2004-01-01,HR Director,5,19567,False,1,23,4,Rarely,True
1959,DPT-005,Allison,Ashley,Male,1988-01-01,Married,1,5,Marketing,2013-01-01,Senior Engineer,3,7260,False,2,10,1,Rarely,True
1960,DPT-006,Jessica,Lopez,Male,1983-01-01,Single,25,4,Marketing,2018-01-01,Senior Marketer,3,8855,True,0,9,2,Rarely,False
1961,DPT-001,Jeffrey,Miller,Female,1974-01-01,Married,11,3,Marketing,2014-01-01,Senior Sales Exec,3,8014,False,2,9,1,Rarely,False
1962,DPT-003,Adam,Wood,Male,1993-01-01,Married,3,3,Life Sciences,2018-01-01,HR Assistant,1,2110,False,1,9,4,Non-Travel,True
1963,DPT-006,Andrew,Elliott,Female,2001-01-01,Married,8,1,Medical,2022-01-01,Marketing Coord,1,2309,True,0,1,1,Rarely,False
1964,DPT-002,Kenneth,Williams,Female,1979-01-01,Divorced,7,3,Medical,2001-01-01,R&D Director,5,18870,True,1,23,0,Rarely,True
1965,DPT-005,Emily,Baker,Male,1993-01-01,Divorced,29,4,Life Sciences,2019-01-01,Software Engineer,2,4044,False,3,8,8,Rarely,True
1966,DPT-005,Amy,Leblanc,Female,1986-01-01,Divorced,10,1,Life Sciences,2018-01-01,IT Support,1,2702,True,2,6,0,Rarely,True
